scenario_id,condition,condition_label,rank,query,expanded_queries,remaining_kcal,name,category,distance,kcal,protein,sodium,sugar,carb,allergen_violation,calorie_violation,constraint_fit,source,doc
S01_dairy_high_protein_breakfast,C3,Calorie post-validator only,1,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),음료 및 차류,282.936035,1.0,0.1,2.0,,,False,False,False,K-FCDB_음식DB,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량) | 분류: 음료 및 차류 | 칼로리 1.0kcal | 단백질 0.1g | 나트륨 2.0mg | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C3,Calorie post-validator only,2,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,과ㆍ채주스_키위 쥬스 (L),음료 및 차류,296.31781,45.0,0.6,2.0,8.0,,False,False,False,K-FCDB_음식DB,과ㆍ채주스_키위 쥬스 (L) | 분류: 음료 및 차류 | 칼로리 45.0kcal | 단백질 0.6g | 나트륨 2.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C3,Calorie post-validator only,3,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,과ㆍ채주스_포멜로 크림 주스,음료 및 차류,297.189362,45.0,0.3,10.0,5.1,,True,False,False,K-FCDB_음식DB,과ㆍ채주스_포멜로 크림 주스 | 분류: 음료 및 차류 | 칼로리 45.0kcal | 단백질 0.3g | 나트륨 10.0mg | 당류 5.1g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C3,Calorie post-validator only,4,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,301.013184,205.0,7.6,549.0,5.4,,False,False,False,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C3,Calorie post-validator only,5,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,301.420319,204.0,7.9,329.0,4.8,,False,False,False,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C4,Full,1,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),음료 및 차류,282.936035,1.0,0.1,2.0,,,False,False,False,K-FCDB_음식DB,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량) | 분류: 음료 및 차류 | 칼로리 1.0kcal | 단백질 0.1g | 나트륨 2.0mg | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C4,Full,2,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,과ㆍ채주스_키위 쥬스 (L),음료 및 차류,296.31781,45.0,0.6,2.0,8.0,,False,False,False,K-FCDB_음식DB,과ㆍ채주스_키위 쥬스 (L) | 분류: 음료 및 차류 | 칼로리 45.0kcal | 단백질 0.6g | 나트륨 2.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C4,Full,3,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,과ㆍ채주스_완전 망고 주스,음료 및 차류,300.122467,34.0,0.3,1.0,5.2,,False,False,False,K-FCDB_음식DB,과ㆍ채주스_완전 망고 주스 | 분류: 음료 및 차류 | 칼로리 34.0kcal | 단백질 0.3g | 나트륨 1.0mg | 당류 5.2g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C4,Full,4,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,301.013184,205.0,7.6,549.0,5.4,,False,False,False,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S01_dairy_high_protein_breakfast,C4,Full,5,고단백 아침 추천,고단백 아침 추천 || 근육 증가 아침 메뉴 || 500kcal 이하 아침 식사,500.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,301.420319,204.0,7.9,329.0,4.8,,False,False,False,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C1,Baseline,1,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,샌드위치_에그튜나 샌드위치,빵 및 과자류,272.056976,254.0,9.0,328.0,5.2,,False,False,True,K-FCDB_음식DB,샌드위치_에그튜나 샌드위치 | 분류: 빵 및 과자류 | 칼로리 254.0kcal | 단백질 9.0g | 나트륨 328.0mg | 당류 5.2g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C1,Baseline,2,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,샌드위치_쿠키 & 크림 샌디,빵 및 과자류,272.351471,260.0,3.6,169.0,17.3,,True,False,True,K-FCDB_음식DB,샌드위치_쿠키 & 크림 샌디 | 분류: 빵 및 과자류 | 칼로리 260.0kcal | 단백질 3.6g | 나트륨 169.0mg | 당류 17.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C1,Baseline,3,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,타르트_무화과 레어치즈 타르트,빵 및 과자류,278.13031,250.0,3.0,120.0,13.0,,True,False,True,K-FCDB_음식DB,타르트_무화과 레어치즈 타르트 | 분류: 빵 및 과자류 | 칼로리 250.0kcal | 단백질 3.0g | 나트륨 120.0mg | 당류 13.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C1,Baseline,4,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,케이크_떠먹는 티라미수,빵 및 과자류,281.48407,263.0,2.7,75.0,21.3,,False,False,True,K-FCDB_음식DB,케이크_떠먹는 티라미수 | 분류: 빵 및 과자류 | 칼로리 263.0kcal | 단백질 2.7g | 나트륨 75.0mg | 당류 21.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C1,Baseline,5,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,와플_민트초코 아이스크림 와플,빵 및 과자류,281.992371,252.0,3.3,170.0,19.5,,True,False,True,K-FCDB_음식DB,와플_민트초코 아이스크림 와플 | 분류: 빵 및 과자류 | 칼로리 252.0kcal | 단백질 3.3g | 나트륨 170.0mg | 당류 19.5g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C2,Retrieval allergen filter only,1,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,샌드위치_에그튜나 샌드위치,빵 및 과자류,272.056976,254.0,9.0,328.0,5.2,,False,False,True,K-FCDB_음식DB,샌드위치_에그튜나 샌드위치 | 분류: 빵 및 과자류 | 칼로리 254.0kcal | 단백질 9.0g | 나트륨 328.0mg | 당류 5.2g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C2,Retrieval allergen filter only,2,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,272.358978,204.0,7.9,329.0,4.8,,False,False,True,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C2,Retrieval allergen filter only,3,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,케이크_떠먹는 티라미수,빵 및 과자류,281.48407,263.0,2.7,75.0,21.3,,False,False,True,K-FCDB_음식DB,케이크_떠먹는 티라미수 | 분류: 빵 및 과자류 | 칼로리 263.0kcal | 단백질 2.7g | 나트륨 75.0mg | 당류 21.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C2,Retrieval allergen filter only,4,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,버거_커넬 데리야끼,빵 및 과자류,282.200989,246.0,10.1,550.0,5.3,,False,False,True,K-FCDB_음식DB,버거_커넬 데리야끼 | 분류: 빵 및 과자류 | 칼로리 246.0kcal | 단백질 10.1g | 나트륨 550.0mg | 당류 5.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C2,Retrieval allergen filter only,5,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,식빵_고소담백더치 브레드,빵 및 과자류,285.086426,240.0,7.1,352.0,4.3,,False,False,True,K-FCDB_음식DB,식빵_고소담백더치 브레드 | 분류: 빵 및 과자류 | 칼로리 240.0kcal | 단백질 7.1g | 나트륨 352.0mg | 당류 4.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C3,Calorie post-validator only,1,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,샌드위치_에그튜나 샌드위치,빵 및 과자류,272.056976,254.0,9.0,328.0,5.2,,False,False,True,K-FCDB_음식DB,샌드위치_에그튜나 샌드위치 | 분류: 빵 및 과자류 | 칼로리 254.0kcal | 단백질 9.0g | 나트륨 328.0mg | 당류 5.2g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C3,Calorie post-validator only,2,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,샌드위치_쿠키 & 크림 샌디,빵 및 과자류,272.351471,260.0,3.6,169.0,17.3,,True,False,True,K-FCDB_음식DB,샌드위치_쿠키 & 크림 샌디 | 분류: 빵 및 과자류 | 칼로리 260.0kcal | 단백질 3.6g | 나트륨 169.0mg | 당류 17.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C3,Calorie post-validator only,3,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,타르트_무화과 레어치즈 타르트,빵 및 과자류,278.13031,250.0,3.0,120.0,13.0,,True,False,True,K-FCDB_음식DB,타르트_무화과 레어치즈 타르트 | 분류: 빵 및 과자류 | 칼로리 250.0kcal | 단백질 3.0g | 나트륨 120.0mg | 당류 13.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C3,Calorie post-validator only,4,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,케이크_떠먹는 티라미수,빵 및 과자류,281.48407,263.0,2.7,75.0,21.3,,False,False,True,K-FCDB_음식DB,케이크_떠먹는 티라미수 | 분류: 빵 및 과자류 | 칼로리 263.0kcal | 단백질 2.7g | 나트륨 75.0mg | 당류 21.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C3,Calorie post-validator only,5,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,와플_민트초코 아이스크림 와플,빵 및 과자류,281.992371,252.0,3.3,170.0,19.5,,True,False,True,K-FCDB_음식DB,와플_민트초코 아이스크림 와플 | 분류: 빵 및 과자류 | 칼로리 252.0kcal | 단백질 3.3g | 나트륨 170.0mg | 당류 19.5g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C4,Full,1,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,샌드위치_에그튜나 샌드위치,빵 및 과자류,272.056976,254.0,9.0,328.0,5.2,,False,False,True,K-FCDB_음식DB,샌드위치_에그튜나 샌드위치 | 분류: 빵 및 과자류 | 칼로리 254.0kcal | 단백질 9.0g | 나트륨 328.0mg | 당류 5.2g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C4,Full,2,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,272.358978,204.0,7.9,329.0,4.8,,False,False,True,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C4,Full,3,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,케이크_떠먹는 티라미수,빵 및 과자류,281.48407,263.0,2.7,75.0,21.3,,False,False,True,K-FCDB_음식DB,케이크_떠먹는 티라미수 | 분류: 빵 및 과자류 | 칼로리 263.0kcal | 단백질 2.7g | 나트륨 75.0mg | 당류 21.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C4,Full,4,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,버거_커넬 데리야끼,빵 및 과자류,282.200989,246.0,10.1,550.0,5.3,,False,False,True,K-FCDB_음식DB,버거_커넬 데리야끼 | 분류: 빵 및 과자류 | 칼로리 246.0kcal | 단백질 10.1g | 나트륨 550.0mg | 당류 5.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S02_dairy_snack,C4,Full,5,건강한 간식 추천,건강한 간식 추천 || 건강한 간식 메뉴 추천 || 250kcal 이하 간식 식사,250.0,식빵_고소담백더치 브레드,빵 및 과자류,285.086426,240.0,7.1,352.0,4.3,,False,False,True,K-FCDB_음식DB,식빵_고소담백더치 브레드 | 분류: 빵 및 과자류 | 칼로리 240.0kcal | 단백질 7.1g | 나트륨 352.0mg | 당류 4.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C1,Baseline,1,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,248.435715,204.0,7.9,329.0,4.8,,False,False,True,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C1,Baseline,2,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,250.988998,205.0,7.6,549.0,5.4,,False,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C1,Baseline,3,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,식빵_데니쉬식빵,빵 및 과자류,258.658051,300.0,7.0,400.0,3.0,,False,False,True,K-FCDB_음식DB,식빵_데니쉬식빵 | 분류: 빵 및 과자류 | 칼로리 300.0kcal | 단백질 7.0g | 나트륨 400.0mg | 당류 3.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C1,Baseline,4,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,타르트_무화과 레어치즈 타르트,빵 및 과자류,262.493896,250.0,3.0,120.0,13.0,,False,False,True,K-FCDB_음식DB,타르트_무화과 레어치즈 타르트 | 분류: 빵 및 과자류 | 칼로리 250.0kcal | 단백질 3.0g | 나트륨 120.0mg | 당류 13.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C1,Baseline,5,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,크림빵_슈크림슈,빵 및 과자류,264.819916,320.0,8.0,300.0,8.0,,False,False,True,K-FCDB_음식DB,크림빵_슈크림슈 | 분류: 빵 및 과자류 | 칼로리 320.0kcal | 단백질 8.0g | 나트륨 300.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C2,Retrieval allergen filter only,1,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,248.435715,204.0,7.9,329.0,4.8,,False,False,True,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C2,Retrieval allergen filter only,2,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,250.988998,205.0,7.6,549.0,5.4,,False,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C2,Retrieval allergen filter only,3,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,식빵_데니쉬식빵,빵 및 과자류,258.658051,300.0,7.0,400.0,3.0,,False,False,True,K-FCDB_음식DB,식빵_데니쉬식빵 | 분류: 빵 및 과자류 | 칼로리 300.0kcal | 단백질 7.0g | 나트륨 400.0mg | 당류 3.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C2,Retrieval allergen filter only,4,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,타르트_무화과 레어치즈 타르트,빵 및 과자류,262.493896,250.0,3.0,120.0,13.0,,False,False,True,K-FCDB_음식DB,타르트_무화과 레어치즈 타르트 | 분류: 빵 및 과자류 | 칼로리 250.0kcal | 단백질 3.0g | 나트륨 120.0mg | 당류 13.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C2,Retrieval allergen filter only,5,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,크림빵_슈크림슈,빵 및 과자류,264.819916,320.0,8.0,300.0,8.0,,False,False,True,K-FCDB_음식DB,크림빵_슈크림슈 | 분류: 빵 및 과자류 | 칼로리 320.0kcal | 단백질 8.0g | 나트륨 300.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C3,Calorie post-validator only,1,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,248.435715,204.0,7.9,329.0,4.8,,False,False,True,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
