scenario_id,condition,condition_label,query,expected_focus,remaining_kcal,recommended_count,coverage,allergen_violation_rate,calorie_violation_rate,safety_pass_rate,constraint_fit_rate,scenario_safe,mean_distance,mean_kcal,quality_score,expanded_queries
S07_soy_dinner,C1,Baseline,두부 중심 저녁 추천,대두 알레르기와 두부 검색,550.0,5,1.0,0.0,0.0,1.0,1.0,True,279.319263,292.8,100.0,"['두부 중심 저녁 추천', '건강한 저녁 메뉴 추천', '550kcal 이하 저녁 식사']"
S07_soy_dinner,C2,Retrieval allergen filter only,두부 중심 저녁 추천,대두 알레르기와 두부 검색,550.0,5,1.0,0.0,0.0,1.0,1.0,True,279.319263,292.8,100.0,"['두부 중심 저녁 추천', '건강한 저녁 메뉴 추천', '550kcal 이하 저녁 식사']"
S07_soy_dinner,C3,Calorie post-validator only,두부 중심 저녁 추천,대두 알레르기와 두부 검색,550.0,5,1.0,0.0,0.0,1.0,1.0,True,279.319263,292.8,100.0,"['두부 중심 저녁 추천', '건강한 저녁 메뉴 추천', '550kcal 이하 저녁 식사']"
S07_soy_dinner,C4,Full,두부 중심 저녁 추천,대두 알레르기와 두부 검색,550.0,5,1.0,0.0,0.0,1.0,1.0,True,279.319263,292.8,100.0,"['두부 중심 저녁 추천', '건강한 저녁 메뉴 추천', '550kcal 이하 저녁 식사']"
S08_mackerel_dinner,C1,Baseline,생선구이 저녁 추천,고등어 알레르기와 생선 검색,600.0,5,1.0,0.0,0.0,1.0,1.0,True,279.64278,175.0,100.0,"['생선구이 저녁 추천', '건강한 저녁 메뉴 추천', '600kcal 이하 저녁 식사']"
S08_mackerel_dinner,C2,Retrieval allergen filter only,생선구이 저녁 추천,고등어 알레르기와 생선 검색,600.0,5,1.0,0.0,0.0,1.0,1.0,True,279.64278,175.0,100.0,"['생선구이 저녁 추천', '건강한 저녁 메뉴 추천', '600kcal 이하 저녁 식사']"
S08_mackerel_dinner,C3,Calorie post-validator only,생선구이 저녁 추천,고등어 알레르기와 생선 검색,600.0,5,1.0,0.0,0.0,1.0,1.0,True,279.64278,175.0,100.0,"['생선구이 저녁 추천', '건강한 저녁 메뉴 추천', '600kcal 이하 저녁 식사']"
S08_mackerel_dinner,C4,Full,생선구이 저녁 추천,고등어 알레르기와 생선 검색,600.0,5,1.0,0.0,0.0,1.0,1.0,True,279.64278,175.0,100.0,"['생선구이 저녁 추천', '건강한 저녁 메뉴 추천', '600kcal 이하 저녁 식사']"
S09_diabetes_lunch,C1,Baseline,당뇨 점심 추천,당뇨 조건에서 저당/저탄수 후보,650.0,5,1.0,0.0,0.0,1.0,0.0,True,288.360938,311.0,65.0,"['당뇨 점심 추천', '건강한 점심 메뉴 추천', '당뇨 맞춤 식단 가이드라인', '650kcal 이하 점심 식사']"
S09_diabetes_lunch,C2,Retrieval allergen filter only,당뇨 점심 추천,당뇨 조건에서 저당/저탄수 후보,650.0,5,1.0,0.0,0.0,1.0,0.0,True,288.360938,311.0,65.0,"['당뇨 점심 추천', '건강한 점심 메뉴 추천', '당뇨 맞춤 식단 가이드라인', '650kcal 이하 점심 식사']"
S09_diabetes_lunch,C3,Calorie post-validator only,당뇨 점심 추천,당뇨 조건에서 저당/저탄수 후보,650.0,5,1.0,0.0,0.0,1.0,0.0,True,288.360938,311.0,65.0,"['당뇨 점심 추천', '건강한 점심 메뉴 추천', '당뇨 맞춤 식단 가이드라인', '650kcal 이하 점심 식사']"
S09_diabetes_lunch,C4,Full,당뇨 점심 추천,당뇨 조건에서 저당/저탄수 후보,650.0,5,1.0,0.0,0.0,1.0,0.0,True,288.360938,311.0,65.0,"['당뇨 점심 추천', '건강한 점심 메뉴 추천', '당뇨 맞춤 식단 가이드라인', '650kcal 이하 점심 식사']"
S10_diabetes_snack,C1,Baseline,당뇨 간식 추천,당뇨 조건에서 간식 후보,250.0,5,1.0,0.0,0.0,1.0,0.0,True,277.20304,255.8,65.0,"['당뇨 간식 추천', '건강한 간식 메뉴 추천', '당뇨 맞춤 식단 가이드라인', '250kcal 이하 간식 식사']"
S10_diabetes_snack,C2,Retrieval allergen filter only,당뇨 간식 추천,당뇨 조건에서 간식 후보,250.0,5,1.0,0.0,0.0,1.0,0.0,True,277.20304,255.8,65.0,"['당뇨 간식 추천', '건강한 간식 메뉴 추천', '당뇨 맞춤 식단 가이드라인', '250kcal 이하 간식 식사']"
S10_diabetes_snack,C3,Calorie post-validator only,당뇨 간식 추천,당뇨 조건에서 간식 후보,250.0,5,1.0,0.0,0.0,1.0,0.0,True,277.20304,255.8,65.0,"['당뇨 간식 추천', '건강한 간식 메뉴 추천', '당뇨 맞춤 식단 가이드라인', '250kcal 이하 간식 식사']"
S10_diabetes_snack,C4,Full,당뇨 간식 추천,당뇨 조건에서 간식 후보,250.0,5,1.0,0.0,0.0,1.0,0.0,True,277.20304,255.8,65.0,"['당뇨 간식 추천', '건강한 간식 메뉴 추천', '당뇨 맞춤 식단 가이드라인', '250kcal 이하 간식 식사']"
S11_hypertension_dinner,C1,Baseline,고혈압 저녁 추천,고혈압 조건에서 저나트륨 후보,600.0,5,1.0,0.0,0.0,1.0,0.6,True,279.64278,175.0,86.0,"['고혈압 저녁 추천', '건강한 저녁 메뉴 추천', '고혈압 맞춤 식단 가이드라인', '600kcal 이하 저녁 식사']"
S11_hypertension_dinner,C2,Retrieval allergen filter only,고혈압 저녁 추천,고혈압 조건에서 저나트륨 후보,600.0,5,1.0,0.0,0.0,1.0,0.6,True,279.64278,175.0,86.0,"['고혈압 저녁 추천', '건강한 저녁 메뉴 추천', '고혈압 맞춤 식단 가이드라인', '600kcal 이하 저녁 식사']"
S11_hypertension_dinner,C3,Calorie post-validator only,고혈압 저녁 추천,고혈압 조건에서 저나트륨 후보,600.0,5,1.0,0.0,0.0,1.0,0.6,True,279.64278,175.0,86.0,"['고혈압 저녁 추천', '건강한 저녁 메뉴 추천', '고혈압 맞춤 식단 가이드라인', '600kcal 이하 저녁 식사']"
S11_hypertension_dinner,C4,Full,고혈압 저녁 추천,고혈압 조건에서 저나트륨 후보,600.0,5,1.0,0.0,0.0,1.0,0.6,True,279.64278,175.0,86.0,"['고혈압 저녁 추천', '건강한 저녁 메뉴 추천', '고혈압 맞춤 식단 가이드라인', '600kcal 이하 저녁 식사']"
S12_hypertension_soup,C1,Baseline,국물 있는 저녁 추천,고혈압 조건과 국물류 나트륨 위험,500.0,5,1.0,0.0,0.0,1.0,0.6,True,284.596607,97.8,86.0,"['국물 있는 저녁 추천', '건강한 저녁 메뉴 추천', '고혈압 맞춤 식단 가이드라인', '500kcal 이하 저녁 식사']"
S12_hypertension_soup,C2,Retrieval allergen filter only,국물 있는 저녁 추천,고혈압 조건과 국물류 나트륨 위험,500.0,5,1.0,0.0,0.0,1.0,0.6,True,284.596607,97.8,86.0,"['국물 있는 저녁 추천', '건강한 저녁 메뉴 추천', '고혈압 맞춤 식단 가이드라인', '500kcal 이하 저녁 식사']"
S12_hypertension_soup,C3,Calorie post-validator only,국물 있는 저녁 추천,고혈압 조건과 국물류 나트륨 위험,500.0,5,1.0,0.0,0.0,1.0,0.6,True,284.596607,97.8,86.0,"['국물 있는 저녁 추천', '건강한 저녁 메뉴 추천', '고혈압 맞춤 식단 가이드라인', '500kcal 이하 저녁 식사']"
S12_hypertension_soup,C4,Full,국물 있는 저녁 추천,고혈압 조건과 국물류 나트륨 위험,500.0,5,1.0,0.0,0.0,1.0,0.6,True,284.596607,97.8,86.0,"['국물 있는 저녁 추천', '건강한 저녁 메뉴 추천', '고혈압 맞춤 식단 가이드라인', '500kcal 이하 저녁 식사']"
S13_weight_loss_lunch,C1,Baseline,다이어트 점심 추천,체중 감량 목표와 점심 후보,450.0,5,1.0,0.0,0.0,1.0,1.0,True,283.11001,188.0,100.0,"['다이어트 점심 추천', '다이어트 점심 메뉴', '450kcal 이하 점심 식사']"
S13_weight_loss_lunch,C2,Retrieval allergen filter only,다이어트 점심 추천,체중 감량 목표와 점심 후보,450.0,5,1.0,0.0,0.0,1.0,1.0,True,283.11001,188.0,100.0,"['다이어트 점심 추천', '다이어트 점심 메뉴', '450kcal 이하 점심 식사']"
S13_weight_loss_lunch,C3,Calorie post-validator only,다이어트 점심 추천,체중 감량 목표와 점심 후보,450.0,5,1.0,0.0,0.0,1.0,1.0,True,283.11001,188.0,100.0,"['다이어트 점심 추천', '다이어트 점심 메뉴', '450kcal 이하 점심 식사']"
S13_weight_loss_lunch,C4,Full,다이어트 점심 추천,체중 감량 목표와 점심 후보,450.0,5,1.0,0.0,0.0,1.0,1.0,True,283.11001,188.0,100.0,"['다이어트 점심 추천', '다이어트 점심 메뉴', '450kcal 이하 점심 식사']"
S14_weight_loss_snack,C1,Baseline,다이어트 간식 추천,체중 감량 목표와 매우 낮은 잔여 칼로리,180.0,5,1.0,0.0,0.6,0.4,0.6,False,290.772833,249.0,59.0,"['다이어트 간식 추천', '다이어트 간식 메뉴', '180kcal 이하 간식 식사']"
S14_weight_loss_snack,C2,Retrieval allergen filter only,다이어트 간식 추천,체중 감량 목표와 매우 낮은 잔여 칼로리,180.0,5,1.0,0.0,0.6,0.4,0.6,False,290.772833,249.0,59.0,"['다이어트 간식 추천', '다이어트 간식 메뉴', '180kcal 이하 간식 식사']"
S14_weight_loss_snack,C3,Calorie post-validator only,다이어트 간식 추천,체중 감량 목표와 매우 낮은 잔여 칼로리,180.0,5,1.0,0.0,0.0,1.0,1.0,True,309.950787,137.2,100.0,"['다이어트 간식 추천', '다이어트 간식 메뉴', '180kcal 이하 간식 식사']"
S14_weight_loss_snack,C4,Full,다이어트 간식 추천,체중 감량 목표와 매우 낮은 잔여 칼로리,180.0,5,1.0,0.0,0.0,1.0,1.0,True,309.950787,137.2,100.0,"['다이어트 간식 추천', '다이어트 간식 메뉴', '180kcal 이하 간식 식사']"
S15_low_remaining_dinner,C1,Baseline,저녁 추천,잔여 칼로리 300kcal 제한,300.0,5,1.0,0.0,0.0,1.0,1.0,True,276.555304,106.6,100.0,"['저녁 추천', '건강한 저녁 메뉴 추천', '300kcal 이하 저녁 식사']"
S15_low_remaining_dinner,C2,Retrieval allergen filter only,저녁 추천,잔여 칼로리 300kcal 제한,300.0,5,1.0,0.0,0.0,1.0,1.0,True,276.555304,106.6,100.0,"['저녁 추천', '건강한 저녁 메뉴 추천', '300kcal 이하 저녁 식사']"
S15_low_remaining_dinner,C3,Calorie post-validator only,저녁 추천,잔여 칼로리 300kcal 제한,300.0,5,1.0,0.0,0.0,1.0,1.0,True,276.555304,106.6,100.0,"['저녁 추천', '건강한 저녁 메뉴 추천', '300kcal 이하 저녁 식사']"
S15_low_remaining_dinner,C4,Full,저녁 추천,잔여 칼로리 300kcal 제한,300.0,5,1.0,0.0,0.0,1.0,1.0,True,276.555304,106.6,100.0,"['저녁 추천', '건강한 저녁 메뉴 추천', '300kcal 이하 저녁 식사']"
S16_post_workout_protein,C1,Baseline,운동 후 단백질 간식 추천,운동 후 고단백 후보,700.0,5,1.0,0.0,0.0,1.0,0.0,True,259.677237,291.8,65.0,"['운동 후 단백질 간식 추천', '근육 증가 간식 메뉴', '700kcal 이하 간식 식사']"
S16_post_workout_protein,C2,Retrieval allergen filter only,운동 후 단백질 간식 추천,운동 후 고단백 후보,700.0,5,1.0,0.0,0.0,1.0,0.0,True,259.677237,291.8,65.0,"['운동 후 단백질 간식 추천', '근육 증가 간식 메뉴', '700kcal 이하 간식 식사']"
S16_post_workout_protein,C3,Calorie post-validator only,운동 후 단백질 간식 추천,운동 후 고단백 후보,700.0,5,1.0,0.0,0.0,1.0,0.0,True,259.677237,291.8,65.0,"['운동 후 단백질 간식 추천', '근육 증가 간식 메뉴', '700kcal 이하 간식 식사']"
S16_post_workout_protein,C4,Full,운동 후 단백질 간식 추천,운동 후 고단백 후보,700.0,5,1.0,0.0,0.0,1.0,0.0,True,259.677237,291.8,65.0,"['운동 후 단백질 간식 추천', '근육 증가 간식 메뉴', '700kcal 이하 간식 식사']"
